title,link,snippet,date_range,date
Stock Research Report for Transwarranty Finance Ltd,https://economictimes.indiatimes.com/transwarranty-finance-ltd/stockreports/reportid-18095.cms,Stock Research Report for Transwarranty Finance Ltd. Stock score of Transwarranty Finance Ltd moved up by 1 in a week on a 10 point scale (Source: ...,05/18/2021 to 06/17/2021,
"In pandemic year, bank frauds down 25% by value: RBI ...",https://www.business-standard.com/article/finance/frauds-reported-at-banks-financial-institutions-decreased-in-2020-21-rbi-121052700748_1.html,"Banks and other financial institutions reported frauds worth Rs 1.38 trillion in 2020-21, down 25 per cent compared to the previous year, when the amount ...",05/18/2021 to 06/17/2021,
Volkswagen Finance exiting India lending business,https://www.cnbctv18.com/finance/volkswagen-to-exit-finance-business-in-india-sources-9676491.htm,Volkswagen Financial Services is likely to wind-up its India lending business and is in advanced talks with bankers to transfer the financing of dealers and ...,05/18/2021 to 06/17/2021,
COVID-19 - Regulatory Package,http://www.centralbankofindia.co.in/en/covid19regulatory,Apply Online: Online saving account through Video KYC · Online Locker Application · Online Loan · e-OTS · KYC Updation (ReKYC) · Online Submission of Pension ...,05/18/2021 to 06/17/2021,
"Get latest Finance Industry News, Finance Sector Updates",https://m.economictimes.com/industry/banking-/-finance/banking,"Finance News: Read the Latest Finance Industry News & Updates on the Economic Times. Get all the information about the India Finance industry, Finance ...",06/18/2021 to 07/18/2021,
"Moneycontrol Pro Top Stories, Latest News, Opinion about ...",https://www.moneycontrol.com/pro-top-stories?****&classic=true,"Get all moneycontrol pro top stories for latest business news, opinion, market news, global economic factors, investment principles, economic environment, ...",06/18/2021 to 07/18/2021,
Amit Pamnani,https://www.financialexpress.com/author/amitpamnani/,"Amit Pamnani : Read here latest news, events news, current affairs, recene incidents by Amit Pamnani on financialexpress.com . Check here exclusive stories, ...",06/18/2021 to 07/18/2021,
IBA: Indian Banks' Association,https://www.iba.org.in/index.html,"IBA is the premier service organisation of the banking industry in India. Members: Public Sector Banks, Private Sector Banks, Foreign Banks having offices in ...",06/18/2021 to 07/18/2021,
Zerodha Pulse - Finance news – Apps on Google Play,https://play.google.com/store/apps/details?id=com.zerodha.pulse&hl=en_IN,"The latest business, finance, and market news from the last 24 hours from all major Indian news sources aggregated in one place. Updated on. 15 Sept 2023.",06/18/2021 to 07/18/2021,
News and Media - India Post Payments Bank,https://www.ippbonline.com/web/ippb/news-and-media,India Post Payments Bank enter into MoU with Hindustan Zinc to offer financial inclusion services to its CSR beneficiaries · Aarohan 4.0 Day 1 : Postal ...,06/18/2021 to 07/18/2021,
"SBI, Axis, HDFC Bank top go-to lenders for Indian Inc ...",https://www.business-standard.com/article/finance/sbi-axis-hdfc-bank-top-go-to-lenders-for-indian-inc-during-covid-report-121071400609_1.html,Companies say digital infra provided by Indian banks and faster loan and account documentation helped them during crisis.,06/18/2021 to 07/18/2021,
SBI Share Price - Stocks,https://economictimes.indiatimes.com/state-bank-of-india/stocks/companyid-11984.cms,Average price gain of 5.36% within 7 weeks of this signal in last 10 years. SBI Share Price Update. State Bank of India share price moved up by 1.11% from its ...,06/18/2021 to 07/18/2021,
Private sector banks' share in loans rises to 36.5% in FY21,https://www.business-standard.com/article/finance/private-sector-banks-share-in-loans-rises-to-36-5-in-fy21-121062901617_1.html,The share of Indian private banks in total credit rose to 36.5 per cent in the financial year ended March 2021 (FY21) from 35.4 per cent a year ago.,06/18/2021 to 07/18/2021,
Centre merges dept of enterprises with finance ministry,https://www.hindustantimes.com/india-news/centre-merges-dept-of-enterprises-with-finance-ministry-101625690548237.html,The government has carved out the department of public enterprises (DPE) from the ministry of heavy industries and put it under the umbrella of the finance ...,06/18/2021 to 07/18/2021,
Banks' NPAs decline to Rs 8.34 trillion at March-end 2021,https://www.business-standard.com/article/finance/bad-loans-decline-to-rs-8-34-trillion-at-march-end-2021-minister-121072600778_1.html,"Non-performing assets (NPAs) or bad loans of banks have declined by Rs 61,180 crore to Rs 8.34 lakh crore at the end of March 31, 2021, as result of various ...",07/19/2021 to 08/18/2021,
Latest News,https://www.cnbctv18.com/latest-news/,"Latest News · Ashiana Housing faces GST scrutiny at Bhiwadi unit, makes interim payment of ₹1.5 crore · Fantasy Sports: Catalyst aiding India's fan engagement · AI ...",07/19/2021 to 08/18/2021,
The India Stack is Revolutionizing Access to Finance,https://www.imf.org/external/pubs/ft/fandd/2021/07/india-stack-financial-access-and-digital-inclusion.htm,A digital infrastructure known as the India Stack is widening access to financial services in an economy where retail transactions are heavily cash based.,07/19/2021 to 08/18/2021,
Finance,https://www.vccircle.com/industry/finance/170/375?amp=1,"Stay updated with the latest financial news, funding developments, government policies, and insights shaping the finance sector in India. AllProPremium. Premium.",07/19/2021 to 08/18/2021,
Digital payments up 30.2% in FY21: RBI data,https://m.economictimes.com/news/economy/finance/digital-payments-up-30-2-in-fy21-rbi-data/articleshow/84828643.cms,"Digital payments have recorded a growth of 30.19 per cent during the year ended March 2021, reflecting adoption and deepening of cashless transactions in the ...",07/19/2021 to 08/18/2021,
Nirmala Sitharaman: Government will do 'everything' to ...,https://timesofindia.indiatimes.com/business/india-business/government-will-do-everything-to-revive-growth-says-finance-minister-nirmala-sitharaman/articleshow/85289606.cms,"The government is committed to doing everything that is required to revive the economy, finance minister Nirmala Sitharaman said on Thursday.",07/19/2021 to 08/18/2021,
The quiet rise of India's small finance banks - Mint,https://www.livemint.com/industry/banking/the-silent-rise-of-small-finance-banks-11628617874069.html,"Small finance banks continue to be the fastest-growing segment within the banking sector, given the small size of their current loan book, strong distribution ...",07/19/2021 to 08/18/2021,
Upcoming Events,https://www.financialexpress.com/events/upcoming,"Green Sarathi Summit & Awards: For Sustainable Tomorrow · December 20, 2024 ; Inclusive Finance Conclave. March 21, 2025 ; MSME Business Conclave: Ready for Growth.",07/19/2021 to 08/18/2021,
Finance News - সঞ্চয়,https://www.sangbadpratidin.in/category/personal-finance/,"Finance News: Find the latest Financial News in India. Get the latest updates on RBI Interest rates, India Economy, Income tax News, Insurance news, ...",07/19/2021 to 08/18/2021,
Indian bankers in talks as court rulings threaten over $6 ...,https://www.business-standard.com/article/finance/indian-bankers-in-talks-as-court-rulings-threaten-over-6-billion-in-loans-121080800603_1.html,"Last week, India's Supreme Court effectively blocked Future Group's $3.4 billion sale of retail assets to Reliance Industries, jeopardising nearly $2.69 billion ...",07/19/2021 to 08/18/2021,
"Stock Market Live news, Share Market updates - Times of India",https://timesofindia.indiatimes.com/business/stock-market,"Sensex crosses 60,000 level in early trade; Nifty tests 17,700; Investors' wealth climbs Rs 3.43 lakh crore on market rally. Adani companies' shares rally; ...",08/19/2021 to 09/18/2021,
Business Today,https://www.indiatoday.in/programmes/business-today,"Markets fell for a sixth consecutive day today with the Sensex plunging about 901 points to crash below the 64,000 level due to an across-the-board selloff amid ...",08/19/2021 to 09/18/2021,
"Read Latest Finance News, IPO, Mutual Funds News",https://m.economictimes.com/markets/stocks/news/its-all-about-patterns-why-it-makes-sense-for-regular-traders-to-learn-ta/articleshow/85562651.cms,Personal Finance News ... Hot on Web. MORE; Chennai Weather · Sensex Today · Enviro Infra Share Price · Suraksha Diagnostic IPO GMP Today · GIFT Nifty Today ...,08/19/2021 to 09/18/2021,
Bse sensex News,https://www.financialexpress.com/about/bse-sensex/,"Key Points about BSE Sensex: · Jubilant share price today: Jubilant FoodWorks shares fall over 3 per cent · Trade Setup today, December 12 · Indian Overseas Bank ...",08/19/2021 to 09/18/2021,
Gross NPAs of banks to cross Rs 10 trn by March 2022: Study,https://www.business-standard.com/article/finance/gross-npas-of-banks-to-cross-rs-10-trn-by-march-2022-study-121091400737_1.html,"""NPAs are expected to rise to 8.5-9 per cent by March 2022, driven by slippages in retail, micro, small and medium enterprise (MSME) accounts, besides some ...",08/19/2021 to 09/18/2021,
CFLI India - Climate Finance Leadership Initiative,https://www.bloomberg.com/cfli/mobilizing-investment/india/,We're advancing public-private collaboration to unlock private climate finance in support of India's energy transition. · Asset finance deals closed in India.,08/19/2021 to 09/18/2021,
Shelley Singh news: Read stories by ...,https://m.economictimes.com/etreporter/author-shelley-singh-19505.cms,Coal India share price · HFCL share price · IDFC First Bank share price. Latest News. NFO Update: Mirae Asset Mutual Fund launches two passive funds · Kotak ...,08/19/2021 to 09/18/2021,
the-changing-face-of-financial-services-growth-of-fintech-in ...,https://www.pwc.in/assets/pdfs/consulting/financial-services/fintech/publications/the-changing-face-of-financial-services-growth-of-fintech-in-india-v2.pdf,"A larger ecosystem push can be seen through the tremendous growth in institutions such as non-banking financial companies (NBFCs), microfinance and small banks ...",08/19/2021 to 09/18/2021,
TMT (India) News | Latest TMT News | TMT Finance News,https://www.vccircle.com/industry/tmt/876/461?amp=1,"Explore the latest TMT (Technology, Media, and Telecommunications) industry news and updates from VCCircle. Stay informed with the latest TMT updates.",08/19/2021 to 09/18/2021,
HDFC Bank lists $1-billion AT-1 bonds on IFSC exchanges ...,https://www.business-standard.com/article/finance/hdfc-bank-lists-1-billion-at-1-bonds-on-ifsc-exchanges-at-gift-121082600986_1.html,HDFC Bank on Thursday listed its USD 1 billion additional tier- I (AT-1) bonds on the IFSC (International Financial Services Centre) exchanges at Gujarat ...,08/19/2021 to 09/18/2021,
Finance,https://www.vccircle.com/industry/finance/93/362?amp=1,"Stay updated with the latest financial news, funding developments, government policies, and insights shaping the finance sector in India. AllProPremium. Premium.",09/19/2021 to 10/19/2021,
Happy to see economic recovery: Finance minister Nirmala ...,https://www.hindustantimes.com/india-news/happy-to-see-economic-recovery-finance-minister-nirmala-sitharaman-101632165549044.html,"The Finance minister said, “I'm happy to see recovery; at this stage we want to have very positive signs from all segments so that mutually they create this ...",09/19/2021 to 10/19/2021,
